post_id,platform,text_length,language,topic,sentiment,likes,shares,hate_speech,spam,verified,follower_count
POST0000405,Twitter,80,en,technology,negative,9,47,0,1,0,18
POST0000406,Instagram,73,en-hi,health,positive,187,115,0,0,0,2391
POST0000407,LinkedIn,21,en,sports,negative,24,20,0,0,0,126
POST0000408,Twitter,18,unknown,finance,negative,1,2,0,1,0,39
POST0000409,Facebook,15,en,technology,positive,329,9,0,1,0,6556
POST0000410,Facebook,62,en,politics,negative,15,0,0,0,0,33
POST0000411,Twitter,40,en,sports,negative,1300,9,0,0,0,22
POST0000412,Instagram,42,en,technology,mixed,11,0,0,0,0,20984
POST0000413,LinkedIn,64,en-ta,politics,positive,4,116,0,0,1,1325
POST0000414,Twitter,90,en,politics,neutral,11,0,0,0,0,906
POST0000415,Twitter,70,en-hi,sports,mixed,16,0,0,0,0,631
POST0000416,Facebook,51,en,politics,positive,12,1,0,0,0,103
POST0000417,Instagram,421,en,politics,positive,5,8,0,0,0,147
POST0000418,Twitter,76,en,health,positive,8,280,0,0,0,12939
POST0000419,Twitter,200,en,finance,positive,544,0,0,1,0,336
POST0000420,Facebook,33,en,sports,negative,12,3,0,0,0,107
POST0000421,Instagram,261,unknown,health,positive,1467,2,0,0,0,5853
POST0000422,Twitter,58,en,finance,neutral,162,0,0,0,0,90
POST0000423,LinkedIn,500,en,technology,mixed,17,0,0,0,0,1031
POST0000424,Instagram,31,en,health,positive,74,0,0,0,0,6400
POST0000425,Instagram,38,en,finance,negative,6,57,0,0,0,279
POST0000426,Facebook,77,unknown,politics,positive,169,0,0,0,0,5
POST0000427,Instagram,67,en-ta,sports,negative,286,0,1,0,0,2357
POST0000428,Twitter,35,en,health,positive,66,1,0,0,0,5201
POST0000429,Facebook,292,en-ta,technology,neutral,7,31,0,0,0,420
POST0000430,Twitter,269,en,health,mixed,66,7,0,0,0,260
POST0000431,LinkedIn,68,en,politics,negative,4,7,0,0,0,389
POST0000432,Twitter,201,en,sports,mixed,1,69,0,0,0,485
POST0000433,Instagram,280,en,health,neutral,33,21,0,0,0,202
POST0000434,LinkedIn,89,unknown,health,positive,0,0,0,0,0,13607
POST0000435,Twitter,52,unknown,politics,positive,8,1,0,0,1,602
POST0000436,Instagram,251,en,sports,positive,41,6,0,0,0,419
POST0000437,Facebook,221,en,politics,positive,458,3,0,0,0,1918
POST0000438,Instagram,33,unknown,politics,neutral,5,8,0,0,0,174
POST0000439,Twitter,279,en-hi,finance,positive,2,582,0,0,0,247
POST0000440,Twitter,39,en,finance,positive,97,0,0,0,0,1099
POST0000441,Instagram,121,en,finance,positive,31,0,0,0,0,373
POST0000442,Instagram,46,en-ta,finance,negative,23,0,0,0,0,1812
POST0000443,Twitter,102,en,health,positive,1,17,0,0,0,216
POST0000444,Twitter,98,unknown,health,neutral,176,1,1,0,0,927
POST0000445,Twitter,500,en,politics,neutral,0,0,0,0,1,2026
POST0000446,Instagram,24,en-ta,sports,positive,29,1,0,0,0,3098
POST0000447,Facebook,48,en,finance,positive,233,1,0,0,0,7
POST0000448,Twitter,62,unknown,politics,positive,25,1,0,0,0,735
POST0000449,Twitter,117,en,sports,positive,12,0,0,0,0,2185
POST0000450,Facebook,70,unknown,politics,negative,2,8,0,0,0,58
POST0000451,Facebook,15,en,finance,neutral,6,11,1,0,0,3473
POST0000452,Facebook,162,en,finance,positive,1613,3,0,0,0,614
POST0000453,Facebook,261,unknown,health,neutral,6,2,0,0,1,169
POST0000454,LinkedIn,127,en-hi,technology,negative,49,3,0,0,0,948
POST0000455,Facebook,62,en-hi,technology,negative,3,2,0,0,0,2093
POST0000456,Twitter,106,en,finance,mixed,10,0,0,0,0,5
POST0000457,Twitter,34,en,politics,mixed,0,0,0,0,0,10285
POST0000458,Twitter,210,en,health,neutral,18,4,0,0,0,8
POST0000459,Instagram,134,unknown,sports,negative,9,0,0,0,0,44
POST0000460,Twitter,58,en,politics,neutral,298,15,0,0,1,6988
POST0000461,Facebook,96,en-hi,politics,negative,3,0,0,0,0,2562
POST0000462,Instagram,205,en,technology,positive,8,298,0,0,0,163
POST0000463,Facebook,228,en,health,mixed,122,172,0,1,0,3158
POST0000464,Twitter,84,en-ta,finance,negative,18,1,0,0,0,800
POST0000465,Twitter,500,en,finance,negative,14,0,0,0,0,645
POST0000466,Instagram,268,en,finance,negative,14,0,0,0,0,1
POST0000467,Instagram,137,en-hi,politics,positive,2,30,0,1,0,51
POST0000468,Facebook,65,en,sports,negative,8,1,0,0,0,193
POST0000469,LinkedIn,67,en,politics,neutral,23,5,0,0,0,3
POST0000470,Twitter,105,en-hi,finance,positive,1,3,0,0,0,1899
POST0000471,Instagram,82,en-hi,sports,neutral,2,8,0,0,1,358
POST0000472,Twitter,350,en,technology,positive,228,7,0,0,0,5653
POST0000473,Twitter,42,unknown,technology,neutral,54,1,0,0,0,144
POST0000474,Facebook,134,en-ta,sports,negative,36,49,0,1,0,23
POST0000475,LinkedIn,18,en-hi,health,neutral,6,7,0,0,0,55
POST0000476,Instagram,121,en,technology,negative,31,28,0,0,0,744
POST0000477,Instagram,180,en,politics,positive,0,1,0,0,0,3668
POST0000478,Twitter,284,en,finance,negative,1,1,0,0,0,424
POST0000479,Facebook,56,en,technology,positive,70,578,0,0,0,2932
POST0000480,LinkedIn,50,en,sports,mixed,5,2,0,0,1,397
POST0000481,Facebook,204,en,technology,neutral,13,33,0,0,0,1425
POST0000482,Instagram,234,en,sports,negative,41,0,0,1,0,12557
POST0000483,Instagram,75,en,sports,positive,4,5,0,0,0,1204
POST0000484,Facebook,18,en,health,negative,5,1,0,0,0,93
POST0000485,LinkedIn,38,en,technology,negative,9,59,0,0,0,686
POST0000486,LinkedIn,83,en,finance,mixed,27,0,0,0,0,493
POST0000487,Facebook,28,en,technology,neutral,0,1,0,0,0,196
POST0000488,Twitter,161,en,sports,positive,36,8,0,0,0,81
POST0000489,Twitter,48,unknown,technology,positive,19,0,0,0,1,35067
POST0000490,Twitter,84,en,finance,negative,25,3,0,0,0,238
POST0000491,Twitter,216,en,health,positive,4,0,0,0,0,3
POST0000492,Twitter,120,en,health,negative,18,3,0,0,0,113
POST0000493,LinkedIn,426,en,health,positive,135,2,0,0,0,86
POST0000494,Facebook,275,en,sports,negative,78,106,0,0,1,245
POST0000495,Twitter,39,en,politics,mixed,233,6,0,0,0,20
POST0000496,Twitter,144,en,sports,neutral,3,0,0,1,0,134
POST0000497,LinkedIn,101,en,finance,neutral,78,0,0,0,0,667
POST0000498,Twitter,232,en,health,neutral,5,1,0,0,0,27
POST0000499,Instagram,136,en,sports,mixed,0,0,0,0,0,4211
POST0000500,Twitter,60,en,sports,mixed,129,46,0,0,0,439
POST0000501,Twitter,131,en,health,positive,94,0,0,0,0,567
POST0000502,Instagram,67,en,technology,positive,391,2,0,0,0,181
POST0000503,Instagram,53,unknown,finance,mixed,1,9,0,0,0,630
POST0000504,Instagram,82,en,politics,positive,27,721,0,0,0,1871
POST0000505,Twitter,109,en-hi,politics,positive,12,2,0,0,0,650
POST0000506,Twitter,254,en,finance,positive,197,75,0,0,0,3883
POST0000507,Instagram,60,en,sports,neutral,1,1,0,0,0,534
POST0000508,Twitter,19,en-ta,health,positive,12,19,0,0,0,2155
POST0000509,LinkedIn,76,en,health,negative,24,0,0,0,1,944
POST0000510,Twitter,110,en,finance,positive,88,13,0,0,0,6
POST0000511,Instagram,104,en,finance,positive,46,1,0,0,0,69
POST0000512,Twitter,73,en,health,positive,18,16,0,1,0,77
POST0000513,Facebook,192,en,health,negative,10,13,0,0,0,81
POST0000514,Twitter,115,en-hi,finance,positive,16,9,0,0,0,46
POST0000515,Twitter,145,en-hi,sports,neutral,90,6,0,0,0,3879
POST0000516,Instagram,20,en,politics,negative,3,1,0,0,0,8320
POST0000517,LinkedIn,78,en,politics,positive,12,11,0,0,0,15
POST0000518,LinkedIn,80,en-hi,technology,negative,12,0,0,0,0,1964
POST0000519,Facebook,346,en,finance,neutral,0,448,0,0,0,1330
POST0000520,Twitter,82,en,technology,mixed,0,9,0,0,0,34461
POST0000521,LinkedIn,53,en,technology,negative,1,8,0,0,0,345
POST0000522,LinkedIn,50,en,politics,negative,13,6,0,1,0,18
POST0000523,Twitter,197,en,health,neutral,54,0,0,0,0,18
POST0000524,Twitter,56,en,health,negative,5,0,0,0,0,3770
POST0000525,Instagram,45,en-ta,health,neutral,0,4,0,0,0,73
POST0000526,Instagram,187,en,finance,negative,132,1,0,0,0,1703
POST0000527,Twitter,123,en,politics,negative,35,0,0,0,1,381
POST0000528,Twitter,74,en,finance,neutral,12,2,0,0,1,2382
POST0000529,Instagram,31,en,finance,neutral,32,5,0,1,0,18
POST0000530,Facebook,140,en,sports,positive,2,2,0,0,0,462
POST0000531,LinkedIn,174,en,health,mixed,158,22,0,0,0,1949
POST0000532,Twitter,41,en,sports,positive,38,3,0,0,0,1606
POST0000533,Facebook,120,en,sports,neutral,14,64,0,0,0,2767
POST0000534,Facebook,83,en-ta,politics,positive,10,273,0,0,0,13
POST0000535,Instagram,44,en,health,neutral,23,2,0,0,0,320
POST0000536,LinkedIn,63,en,technology,positive,52,0,0,0,0,381
POST0000537,Twitter,86,en-hi,sports,positive,0,0,0,0,0,7583
POST0000538,LinkedIn,31,en,sports,positive,4,2,0,0,0,97703
POST0000539,LinkedIn,142,en,technology,neutral,10,13,0,0,0,7150
POST0000540,Twitter,50,en,technology,positive,9,1,0,0,0,2422
POST0000541,Instagram,52,en,politics,mixed,4,2,0,0,0,988
POST0000542,Instagram,134,en,sports,negative,95,0,0,0,1,430
POST0000543,Instagram,62,en,sports,neutral,5,1,0,0,0,5054
POST0000544,LinkedIn,75,en,politics,neutral,2,3,0,0,0,602
POST0000545,Facebook,82,en,technology,mixed,7,19,0,0,0,156
POST0000546,Twitter,48,en,sports,negative,408,17,0,0,0,356
POST0000547,LinkedIn,59,en,technology,negative,20,0,0,0,0,99
POST0000548,Twitter,88,en,finance,positive,7,10,0,0,0,9
POST0000549,Instagram,88,en,sports,positive,10,9,0,0,0,13
POST0000550,Instagram,137,en,finance,negative,0,2,0,1,0,439
POST0000551,Twitter,142,en,sports,negative,13,1,0,0,0,6
POST0000552,Facebook,238,en,technology,negative,32,9,0,0,0,40
POST0000553,LinkedIn,26,en,finance,positive,48,3,0,0,1,1028
POST0000554,Instagram,186,unknown,politics,neutral,14,1,0,0,0,90
POST0000555,Instagram,68,en,health,mixed,4,209,0,0,0,34
POST0000556,Instagram,152,en,politics,negative,122,7,0,0,1,43
POST0000557,LinkedIn,118,en,politics,negative,9,0,0,0,0,4393
POST0000558,LinkedIn,56,en,finance,neutral,2,12,1,0,0,2111
POST0000559,Instagram,303,en,finance,positive,4,6,0,0,0,76
POST0000560,LinkedIn,165,en,politics,positive,10,5,0,0,0,1077
POST0000561,Twitter,126,en,finance,positive,11,15,0,0,0,498
POST0000562,Instagram,500,en,politics,negative,6,1,1,0,0,2087
POST0000563,Twitter,41,en,sports,negative,37,4,0,0,0,5197
POST0000564,Twitter,91,en,health,mixed,16,0,0,0,1,12
POST0000565,LinkedIn,141,en,sports,neutral,117,13,0,0,0,935
POST0000566,Facebook,38,en,finance,negative,23,2,0,0,0,435
POST0000567,Twitter,52,en,politics,neutral,9,0,0,0,0,3613
POST0000568,Facebook,199,en-ta,sports,negative,7,2,0,0,0,12
POST0000569,Instagram,60,en,politics,negative,9,4,0,0,0,30
POST0000570,Facebook,180,en-ta,sports,positive,2,16,0,0,0,488
POST0000571,Instagram,54,en,technology,positive,12,31,0,0,0,232
POST0000572,Instagram,453,en-hi,technology,neutral,52,17,0,0,0,815
POST0000573,Instagram,13,en,technology,positive,95,7,1,0,0,15
POST0000574,Twitter,201,en,health,positive,28,11,0,0,0,4395
POST0000575,Twitter,110,en,sports,negative,17456,1,0,0,0,579
POST0000576,Twitter,26,en,finance,positive,38,0,0,0,1,579
POST0000577,Instagram,75,en,sports,mixed,0,0,0,0,0,300
POST0000578,Twitter,19,en-hi,politics,positive,46,2,0,0,0,40
POST0000579,Facebook,119,en,sports,mixed,192,1,0,0,0,85
POST0000580,LinkedIn,55,en,sports,neutral,11,1,0,0,0,10730
POST0000581,Facebook,18,unknown,technology,mixed,1,4,0,0,0,468
POST0000582,Twitter,102,en,politics,positive,0,19,0,0,0,410
POST0000583,Instagram,101,en,sports,negative,16,4,0,0,0,2225
POST0000584,Facebook,485,unknown,health,mixed,2,1,0,0,0,83
POST0000585,Facebook,174,en,finance,negative,13,0,0,0,0,953
POST0000586,Twitter,13,en,technology,negative,9,1,0,0,0,547
POST0000587,Instagram,58,en,sports,negative,378,0,0,0,0,229
POST0000588,Twitter,217,en,politics,positive,107,24,1,1,0,152
POST0000589,Facebook,24,en,technology,neutral,6,3,0,0,0,1519
POST0000590,Instagram,48,en-ta,technology,positive,8,93,0,0,1,1223
POST0000591,Twitter,90,unknown,sports,positive,129,39,0,0,1,88
POST0000592,Instagram,59,en,politics,negative,25,8,0,0,0,1033
POST0000593,Facebook,321,en-hi,politics,positive,37,0,0,0,0,42
POST0000594,Twitter,104,en,health,positive,213,1,0,0,0,100
POST0000595,Instagram,92,en,technology,positive,4,61,0,0,0,861
POST0000596,Instagram,43,en,health,neutral,134,7,0,0,0,672
POST0000597,LinkedIn,37,en,politics,positive,9,0,0,0,0,46
POST0000598,Twitter,97,en,finance,positive,0,1,0,1,0,820
POST0000599,Facebook,84,en-ta,finance,negative,1,45,0,0,0,278
POST0000600,Twitter,33,en,finance,negative,3,24,0,0,0,3374
POST0000601,LinkedIn,108,en,sports,positive,293,6,0,0,0,934
POST0000602,Twitter,94,en-ta,sports,positive,15,41,0,0,0,41
POST0000603,Twitter,70,en,politics,neutral,10,0,0,1,0,581
POST0000604,Instagram,233,en,health,positive,399,0,0,0,0,86
POST0000605,Twitter,89,en,sports,mixed,4,2,1,0,0,470
POST0000606,Twitter,74,en,politics,positive,9,0,0,0,0,878
POST0000607,Instagram,222,unknown,finance,negative,21,12,0,0,1,1075
POST0000608,LinkedIn,79,en,finance,mixed,18,13,0,0,0,59
POST0000609,Instagram,65,en,technology,negative,39,7,0,0,0,119
POST0000610,Facebook,35,en-hi,health,positive,60,0,0,1,0,442
POST0000611,Facebook,94,en,politics,mixed,3,93,0,0,0,167
POST0000612,Twitter,189,en,politics,neutral,0,5,1,0,0,174
POST0000613,Twitter,64,en,finance,positive,44,0,0,0,0,47
POST0000614,LinkedIn,31,en,sports,negative,0,0,0,0,0,853
POST0000615,Twitter,202,en,sports,negative,38,0,0,0,0,109
POST0000616,Instagram,208,unknown,politics,negative,87,74,0,0,0,210
POST0000617,Facebook,143,en,sports,positive,190,0,0,0,0,438
POST0000618,Twitter,97,en,politics,negative,15,0,0,0,0,2
POST0000619,LinkedIn,125,en-ta,technology,positive,1113,24,0,0,0,16
POST0000620,Instagram,26,en,sports,positive,1,16,0,0,0,9639
POST0000621,LinkedIn,56,en,technology,negative,369,0,0,0,0,17
POST0000622,Instagram,154,en,health,positive,4,7,0,1,0,2541
POST0000623,Instagram,117,en-hi,technology,neutral,21,1,0,1,0,2379
POST0000624,Facebook,185,en,health,negative,27,9,0,0,0,388
POST0000625,LinkedIn,307,en,technology,positive,297,1,0,0,0,7971
POST0000626,Instagram,33,en,sports,positive,2,7,0,0,0,2087
POST0000627,LinkedIn,132,en,technology,neutral,1439,2,0,0,0,598
POST0000628,Facebook,73,en,sports,neutral,0,0,1,0,0,878
POST0000629,Instagram,62,en,politics,positive,17,17,0,0,0,2716
POST0000630,Twitter,500,en-ta,politics,negative,63,3,0,0,0,892
POST0000631,Twitter,25,en,health,negative,158,19,0,0,0,2221
POST0000632,Facebook,77,en-ta,finance,mixed,1,7,0,1,0,10073
POST0000633,Twitter,74,en,technology,positive,0,2,0,0,0,4962
POST0000634,Instagram,93,en-hi,sports,positive,276,28,0,0,0,216
POST0000635,Instagram,18,en,finance,positive,32,4,0,0,0,73
POST0000636,Facebook,41,unknown,politics,negative,0,6,0,0,0,443
POST0000637,LinkedIn,93,en,sports,positive,7,1,0,0,0,25608
POST0000638,Facebook,29,en,sports,negative,4,1,0,0,0,38
POST0000639,Instagram,193,unknown,finance,negative,194,3,0,0,0,262
POST0000640,Facebook,143,en,sports,mixed,9,0,0,0,0,307
POST0000641,Facebook,25,en,finance,positive,13,3,0,0,0,73
POST0000642,LinkedIn,74,en,technology,neutral,12,4,0,0,1,512
POST0000643,Facebook,121,en,technology,neutral,568,0,0,0,0,128
POST0000644,Facebook,29,en,technology,negative,123,35,0,0,0,363
POST0000645,Twitter,25,en,politics,neutral,80,50,0,0,0,288
POST0000646,Twitter,41,en,finance,positive,30,42,0,0,0,431
POST0000647,LinkedIn,500,en-ta,technology,positive,29,1,0,0,0,58
POST0000648,Twitter,216,unknown,politics,positive,3,3,1,0,0,145
POST0000649,Twitter,55,en,politics,positive,114,1,0,0,1,293
POST0000650,Twitter,31,en-hi,politics,neutral,9,12,0,1,0,376
POST0000651,Facebook,46,en,technology,mixed,1,1,0,0,0,409
POST0000652,Twitter,304,en,sports,negative,14,4,0,0,0,1316
POST0000653,Facebook,458,en,technology,negative,20,5,0,0,0,44
POST0000654,Instagram,47,en,politics,positive,296,0,0,0,0,236
POST0000655,Twitter,115,en,health,negative,111,2,0,0,0,62
POST0000656,Twitter,72,unknown,technology,negative,2,17,0,0,0,51
POST0000657,Twitter,248,en,technology,neutral,160,5765,0,0,1,811
POST0000658,Twitter,37,en-hi,sports,negative,0,0,0,1,0,473
POST0000659,Instagram,196,en,technology,negative,46,0,0,0,0,136
POST0000660,Twitter,30,en,technology,positive,5,0,0,0,0,123
POST0000661,Facebook,192,en,politics,positive,1,0,0,0,0,29
POST0000662,LinkedIn,45,en,politics,positive,1,137,0,0,0,3305
POST0000663,LinkedIn,69,unknown,health,neutral,376,2,0,0,0,306
POST0000664,Facebook,53,en,politics,positive,49,1,0,0,0,15
POST0000665,LinkedIn,432,en,finance,neutral,42,9,0,0,0,463
POST0000666,Instagram,199,en,sports,negative,139,0,0,1,0,87
POST0000667,Facebook,64,en,technology,negative,12,11,0,0,0,120
POST0000668,Facebook,46,en-hi,technology,neutral,315,0,0,0,0,2911
POST0000669,LinkedIn,257,en,finance,negative,12,43,0,0,0,249
POST0000670,Instagram,10,en,sports,positive,0,3,0,0,0,11199
POST0000671,Twitter,132,en-ta,finance,mixed,500,43,0,1,0,163582
POST0000672,Twitter,41,en,finance,positive,0,9,0,1,1,6295
POST0000673,Twitter,500,en,sports,positive,11,0,0,0,0,48
POST0000674,Facebook,500,unknown,technology,negative,90,0,0,0,0,6700
POST0000675,Facebook,92,unknown,technology,positive,0,73,0,0,1,128
POST0000676,Twitter,67,en,sports,mixed,15,1,1,0,0,1095
POST0000677,LinkedIn,95,en-hi,politics,negative,14,0,0,1,0,6409
POST0000678,LinkedIn,54,en,sports,positive,125,1,0,1,1,42
POST0000679,Facebook,47,en,finance,positive,52,1,0,0,1,513
POST0000680,Twitter,108,en-hi,finance,positive,1,35,0,0,1,510
POST0000681,Instagram,148,en,technology,neutral,5,0,0,0,0,70
POST0000682,LinkedIn,100,en,sports,positive,2,2,0,0,0,10
POST0000683,Twitter,113,en-hi,sports,positive,0,24,0,0,0,1691
POST0000684,Instagram,54,en,technology,negative,5,1,0,0,0,23
POST0000685,Twitter,42,en,finance,negative,390,0,0,0,0,1483
POST0000686,LinkedIn,42,en-hi,technology,negative,48,5,0,0,1,274
POST0000687,LinkedIn,166,en-ta,health,negative,47,13,0,0,0,5881
POST0000688,Instagram,95,unknown,finance,positive,1,2,0,0,0,42
POST0000689,Twitter,105,unknown,sports,negative,0,9,0,0,0,346
POST0000690,Twitter,118,en,politics,mixed,62,0,0,0,0,26649
POST0000691,Twitter,85,en,politics,positive,151,0,0,0,0,97
POST0000692,Facebook,98,en,politics,positive,27,15,0,0,0,10707
POST0000693,Twitter,253,en,sports,positive,91,0,0,0,0,84
POST0000694,Twitter,167,en,sports,positive,10,0,0,0,0,556
POST0000695,Facebook,78,en-hi,politics,positive,22,4,0,0,0,73
POST0000696,Instagram,61,en,politics,positive,4,19,0,1,0,1140
POST0000697,LinkedIn,204,en,health,negative,43,2,0,0,0,32
POST0000698,Instagram,117,en,technology,negative,13,0,0,0,0,137
POST0000699,Twitter,70,en,politics,negative,67,53,0,0,0,146
POST0000700,Facebook,32,unknown,politics,positive,96,1,0,0,0,96
POST0000701,Twitter,349,en,health,mixed,9,1,0,0,0,7619
POST0000702,Twitter,36,en,technology,negative,56,0,0,0,0,86
POST0000703,Instagram,113,en,politics,neutral,4,3,0,0,0,515
POST0000704,Instagram,387,en,health,positive,729,49,0,0,1,16531
POST0000705,Twitter,68,unknown,finance,neutral,338,0,0,0,0,664
POST0000706,Instagram,86,en,technology,positive,36,0,0,0,0,2
POST0000707,LinkedIn,178,en,technology,negative,4,2,0,0,0,23295
POST0000708,Facebook,34,en,finance,neutral,32,8,0,1,0,3758
POST0000709,Instagram,23,en,politics,positive,1,4,0,0,0,5307
POST0000710,Twitter,67,en,finance,mixed,45,2,0,0,1,5938
POST0000711,Instagram,96,en,politics,negative,0,0,0,0,0,333
POST0000712,Twitter,95,unknown,politics,positive,2,41,0,0,0,21
POST0000713,Facebook,279,en,health,positive,41,0,0,0,0,2899
POST0000714,Facebook,42,unknown,health,positive,325,26,1,0,1,13
POST0000715,Twitter,80,en,sports,positive,41,156,0,1,0,23
POST0000716,Instagram,300,en,technology,negative,10,11,0,0,0,397
POST0000717,Twitter,72,en,health,negative,2,0,0,0,0,3213
POST0000718,LinkedIn,441,en,technology,negative,7,4,0,0,0,103
POST0000719,Facebook,74,en,politics,neutral,0,0,0,0,1,119
POST0000720,Twitter,51,en,health,positive,9,0,0,0,1,66608
POST0000721,LinkedIn,87,en,sports,positive,1644,8,0,0,0,2584
POST0000722,Twitter,110,en-ta,politics,neutral,25,8,0,0,0,990
POST0000723,Twitter,64,en,finance,positive,46,5,0,0,0,7804
POST0000724,Twitter,123,en,health,positive,0,0,0,0,0,1352
POST0000725,Facebook,79,en,technology,positive,333,299,0,0,1,43
POST0000726,LinkedIn,248,en,sports,neutral,420,8,0,0,0,36
POST0000727,Twitter,135,unknown,sports,negative,30,2,0,0,0,298
POST0000728,LinkedIn,90,en,sports,negative,68,3,1,0,0,229
POST0000729,Twitter,69,en-hi,politics,mixed,5,0,0,0,0,27266
POST0000730,Facebook,171,en,politics,negative,11,0,0,1,0,320
POST0000731,LinkedIn,92,en,health,mixed,4389,381,0,0,0,13316
POST0000732,Twitter,62,en,technology,positive,7,0,0,0,0,860
POST0000733,Instagram,50,en,finance,positive,780,0,0,0,1,2116
POST0000734,Facebook,157,en,politics,neutral,1221,1,0,0,0,1
POST0000735,Instagram,61,en,sports,positive,48,0,0,0,0,46031
POST0000736,Twitter,70,en,sports,positive,15,2,0,0,0,89
POST0000737,Instagram,140,en,technology,positive,1,1,0,0,0,3728
POST0000738,Twitter,212,en,finance,mixed,59,2,0,0,0,17
POST0000739,LinkedIn,144,en,health,positive,20,1,0,0,1,11173
POST0000740,Instagram,178,en,health,mixed,16,1,0,0,0,17
POST0000741,LinkedIn,158,en,politics,negative,7,0,0,0,1,56
POST0000742,Facebook,90,en,finance,negative,36,1,0,1,1,160
